
"Navjeevan Hospital","Plot No 2 Sector 21 Kharghar Navi Mumbai Maharashtra 410210",19.050488224039544,73.06537860611617,"Open 24/7"
"Terna Blood Bank","Terna Multispecialty Hospital",19.031368625484653,73.01645208555799,"Always open for emergency"
"DY Patil Health Care","Near DY Patil Stadium",19.040890925339873, 73.02465121087425,"Best in Nerul"
